Time [s], Analyzer Name, Decoded Protocol Result
0.457448000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.457543000000000,I2C,'237' (0xED) + ACK
0.457677500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.457773000000000,I2C,'233' (0xE9) + ACK
0.457962500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.458057500000000,I2C,y (0x79) + ACK
0.458192000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.458287500000000,I2C,} (0x7D) + ACK
0.458421500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.458517000000000,I2C,y (0x79) + ACK
0.458706500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.458801500000000,I2C,I (0x49) + ACK
0.458936000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.459031500000000,I2C,M (0x4D) + ACK
0.459165500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.459261000000000,I2C,I (0x49) + ACK
0.459450500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.459546000000000,I2C,i (0x69) + ACK
0.459680000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.459775500000000,I2C,m (0x6D) + ACK
0.459910000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.460005000000000,I2C,i (0x69) + ACK
0.460189500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.460285000000000,I2C,Y (0x59) + ACK
0.460419500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.460514500000000,I2C,] (0x5D) + ACK
0.460649000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.460744500000000,I2C,Y (0x59) + ACK
0.460934000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.461029000000000,I2C,y (0x79) + ACK
0.461163500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.461259000000000,I2C,} (0x7D) + ACK
0.461398000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.461493500000000,I2C,y (0x79) + ACK
0.461678000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.461773000000000,I2C,) (0x29) + ACK
0.461907500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.462003000000000,I2C,- (0x2D) + ACK
0.462137500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.462232500000000,I2C,) (0x29) + ACK
0.462427000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.462522500000000,I2C,) (0x29) + ACK
0.462656500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.462752000000000,I2C,- (0x2D) + ACK
0.462886500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.462981500000000,I2C,) (0x29) + ACK
0.463171000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.463266500000000,I2C,\t (0x09) + ACK
0.463401000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.463496000000000,I2C,\r (0x0D) + ACK
0.463630500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.463726000000000,I2C,\t (0x09) + ACK
0.463915500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.464010500000000,I2C,Y (0x59) + ACK
0.464145000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.464240500000000,I2C,] (0x5D) + ACK
0.464374500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.464470000000000,I2C,Y (0x59) + ACK
0.464654500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.464750000000000,I2C,\t (0x09) + ACK
0.464884000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.464979500000000,I2C,\r (0x0D) + ACK
0.465114000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.465209000000000,I2C,\t (0x09) + ACK
0.465398500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.465494000000000,I2C,i (0x69) + ACK
0.465628500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.465723500000000,I2C,m (0x6D) + ACK
0.465858000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.465953500000000,I2C,i (0x69) + ACK
0.466138000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.466233000000000,I2C,'25' (0x19) + ACK
0.466367500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.466463000000000,I2C,'29' (0x1D) + ACK
0.466597500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.466692500000000,I2C,'25' (0x19) + ACK
0.466882000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.466977500000000,I2C,y (0x79) + ACK
0.467111500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.467207000000000,I2C,} (0x7D) + ACK
0.467341500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.467436500000000,I2C,y (0x79) + ACK
0.467626000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.467721500000000,I2C,9 (0x39) + ACK
0.467856000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.467951000000000,I2C,= (0x3D) + ACK
0.468085500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.468181000000000,I2C,9 (0x39) + ACK
0.468370500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.468465500000000,I2C,y (0x79) + ACK
0.468600000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.468695000000000,I2C,} (0x7D) + ACK
0.468829500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.468925000000000,I2C,y (0x79) + ACK
0.469109500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.469204500000000,I2C,9 (0x39) + ACK
0.469339000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.469434500000000,I2C,= (0x3D) + ACK
0.469572500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.469668000000000,I2C,9 (0x39) + ACK
0.469857500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.469952500000000,I2C,y (0x79) + ACK
0.470087000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.470182500000000,I2C,} (0x7D) + ACK
0.470316500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.470412000000000,I2C,y (0x79) + ACK
0.470598500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.470694000000000,I2C,y (0x79) + ACK
0.470828000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.470923500000000,I2C,} (0x7D) + ACK
0.471058000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.471153000000000,I2C,y (0x79) + ACK
0.471342500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.471438000000000,I2C,i (0x69) + ACK
0.471572500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.471667500000000,I2C,m (0x6D) + ACK
0.471802000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.471897500000000,I2C,i (0x69) + ACK
0.472081500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.472177000000000,I2C,'249' (0xF9) + ACK
0.472311500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.472407000000000,I2C,'253' (0xFD) + ACK
0.472541000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.472636500000000,I2C,'249' (0xF9) + ACK
0.472826000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.472921000000000,I2C,y (0x79) + ACK
0.473055500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.473151000000000,I2C,} (0x7D) + ACK
0.473285500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.473380500000000,I2C,y (0x79) + ACK
0.473570000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.473665500000000,I2C,) (0x29) + ACK
0.473800000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.473895000000000,I2C,- (0x2D) + ACK
0.474029500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.474125000000000,I2C,) (0x29) + ACK
0.474314000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.474409500000000,I2C,i (0x69) + ACK
0.474544000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.474639000000000,I2C,m (0x6D) + ACK
0.474773500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.474869000000000,I2C,i (0x69) + ACK
0.475058500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.475153500000000,I2C,I (0x49) + ACK
0.475288000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.475383500000000,I2C,M (0x4D) + ACK
0.475518000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.475613000000000,I2C,I (0x49) + ACK
0.475817500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.475913000000000,I2C,'200' (0xC8) + ACK
0.476047500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.476142500000000,I2C,'204' (0xCC) + ACK
0.476277000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.476372500000000,I2C,'200' (0xC8) + ACK
0.476556500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.476652000000000,I2C,'8' (0x08) + ACK
0.476789000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.476884000000000,I2C,'12' (0x0C) + ACK
0.477018500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.477114000000000,I2C,'8' (0x08) + ACK
0.477348500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.477443500000000,I2C,I (0x49) + ACK
0.477578000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.477673500000000,I2C,M (0x4D) + ACK
0.477817500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.477913000000000,I2C,I (0x49) + ACK
0.478097500000000,I2C,Setup Write to [N (0x4E)] + ACK
0.478192500000000,I2C,'137' (0x89) + ACK
0.478327000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.478422500000000,I2C,'141' (0x8D) + ACK
0.478557000000000,I2C,Setup Write to [N (0x4E)] + ACK
0.478652000000000,I2C,'137' (0x89) + ACK
1.079530000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.079625500000000,I2C,'8' (0x08) + ACK
1.079760000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.079855000000000,I2C,'12' (0x0C) + ACK
1.079989500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.080085000000000,I2C,'8' (0x08) + ACK
1.080274500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.080369500000000,I2C,'24' (0x18) + ACK
1.080504000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.080599500000000,I2C,'28' (0x1C) + ACK
1.080733500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.080829000000000,I2C,'24' (0x18) + ACK
1.083085500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.083181000000000,I2C,'136' (0x88) + ACK
1.083315500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.083410500000000,I2C,'140' (0x8C) + ACK
1.083545000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.083640500000000,I2C,'136' (0x88) + ACK
1.083825000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.083920000000000,I2C,'8' (0x08) + ACK
1.084054500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.084150000000000,I2C,'12' (0x0C) + ACK
1.084284500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.084379500000000,I2C,'8' (0x08) + ACK
1.084574000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.084669500000000,I2C,) (0x29) + ACK
1.084804000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.084899000000000,I2C,- (0x2D) + ACK
1.085033500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.085129000000000,I2C,) (0x29) + ACK
1.085318000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.085413500000000,I2C,\t (0x09) + ACK
1.085548000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.085643000000000,I2C,\r (0x0D) + ACK
1.085777500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.085873000000000,I2C,\t (0x09) + ACK
1.086062500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.086157500000000,I2C,I (0x49) + ACK
1.086292000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.086387500000000,I2C,M (0x4D) + ACK
1.086522000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.086617000000000,I2C,I (0x49) + ACK
1.086807500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.086903000000000,I2C,Y (0x59) + ACK
1.087037500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.087132500000000,I2C,] (0x5D) + ACK
1.087267000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.087362500000000,I2C,Y (0x59) + ACK
1.087552000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.087647000000000,I2C,i (0x69) + ACK
1.087781500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.087877000000000,I2C,m (0x6D) + ACK
1.088011500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.088106500000000,I2C,i (0x69) + ACK
1.088291000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.088386500000000,I2C,'233' (0xE9) + ACK
1.088520500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.088616000000000,I2C,'237' (0xED) + ACK
1.088750500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.088845500000000,I2C,'233' (0xE9) + ACK
1.089035000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.089130500000000,I2C,y (0x79) + ACK
1.089265000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.089360000000000,I2C,} (0x7D) + ACK
1.089494500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.089590000000000,I2C,y (0x79) + ACK
1.089779500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.089874500000000,I2C,I (0x49) + ACK
1.090009000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.090104000000000,I2C,M (0x4D) + ACK
1.090238500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.090334000000000,I2C,I (0x49) + ACK
1.090523500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.090618500000000,I2C,i (0x69) + ACK
1.090753000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.090848500000000,I2C,m (0x6D) + ACK
1.090982500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.091078000000000,I2C,i (0x69) + ACK
1.091262500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.091357500000000,I2C,Y (0x59) + ACK
1.091492000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.091587500000000,I2C,] (0x5D) + ACK
1.091722000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.091817000000000,I2C,Y (0x59) + ACK
1.092006500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.092102000000000,I2C,y (0x79) + ACK
1.092236500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.092331500000000,I2C,} (0x7D) + ACK
1.092466000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.092561500000000,I2C,y (0x79) + ACK
1.092750500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.092846000000000,I2C,) (0x29) + ACK
1.092980500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.093076000000000,I2C,- (0x2D) + ACK
1.093210000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.093305500000000,I2C,) (0x29) + ACK
1.093495000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.093590000000000,I2C,) (0x29) + ACK
1.093724500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.093820000000000,I2C,- (0x2D) + ACK
1.093954000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.094049500000000,I2C,) (0x29) + ACK
1.094239000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.094334500000000,I2C,\t (0x09) + ACK
1.094469000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.094564000000000,I2C,\r (0x0D) + ACK
1.094698500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.094794000000000,I2C,\t (0x09) + ACK
1.094988000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.095083500000000,I2C,Y (0x59) + ACK
1.095218000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.095313000000000,I2C,] (0x5D) + ACK
1.095447500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.095543000000000,I2C,Y (0x59) + ACK
1.095727500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.095822500000000,I2C,\t (0x09) + ACK
1.095962000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.096057500000000,I2C,\r (0x0D) + ACK
1.096191500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.096287000000000,I2C,\t (0x09) + ACK
1.096476500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.096571500000000,I2C,i (0x69) + ACK
1.096706000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.096801500000000,I2C,m (0x6D) + ACK
1.096936000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.097031000000000,I2C,i (0x69) + ACK
1.097215500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.097311000000000,I2C,'25' (0x19) + ACK
1.097445500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.097540500000000,I2C,'29' (0x1D) + ACK
1.097675000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.097770500000000,I2C,'25' (0x19) + ACK
1.097959500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.098055000000000,I2C,y (0x79) + ACK
1.098189500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.098284500000000,I2C,} (0x7D) + ACK
1.098419000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.098514500000000,I2C,y (0x79) + ACK
1.098704000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.098799000000000,I2C,9 (0x39) + ACK
1.098933500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.099029000000000,I2C,= (0x3D) + ACK
1.099163500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.099258500000000,I2C,9 (0x39) + ACK
1.099448000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.099543500000000,I2C,y (0x79) + ACK
1.099677500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.099773000000000,I2C,} (0x7D) + ACK
1.099907500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.100002500000000,I2C,y (0x79) + ACK
1.100187000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.100282500000000,I2C,9 (0x39) + ACK
1.100417000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.100512000000000,I2C,= (0x3D) + ACK
1.100646500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.100742000000000,I2C,9 (0x39) + ACK
1.100931500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.101026500000000,I2C,y (0x79) + ACK
1.101161000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.101256500000000,I2C,} (0x7D) + ACK
1.101390500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.101486000000000,I2C,y (0x79) + ACK
1.101670500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.101766000000000,I2C,y (0x79) + ACK
1.101900000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.101995500000000,I2C,} (0x7D) + ACK
1.102130000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.102225500000000,I2C,y (0x79) + ACK
1.102415000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.102510000000000,I2C,i (0x69) + ACK
1.102644500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.102740000000000,I2C,m (0x6D) + ACK
1.102874000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.102969500000000,I2C,i (0x69) + ACK
1.103164000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.103259000000000,I2C,'249' (0xF9) + ACK
1.103393500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.103489000000000,I2C,'253' (0xFD) + ACK
1.103623500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.103718500000000,I2C,'249' (0xF9) + ACK
1.103908000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.104003500000000,I2C,y (0x79) + ACK
1.104140000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.104235500000000,I2C,} (0x7D) + ACK
1.104370000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.104465000000000,I2C,y (0x79) + ACK
1.104649500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.104745000000000,I2C,) (0x29) + ACK
1.104879500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.104974500000000,I2C,- (0x2D) + ACK
1.105109000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.105204500000000,I2C,) (0x29) + ACK
1.105394000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.105489000000000,I2C,i (0x69) + ACK
1.105623500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.105719000000000,I2C,m (0x6D) + ACK
1.105853000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.105948500000000,I2C,i (0x69) + ACK
1.106133000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.106228500000000,I2C,I (0x49) + ACK
1.106362500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.106458000000000,I2C,M (0x4D) + ACK
1.106592500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.106687500000000,I2C,I (0x49) + ACK
1.106882000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.106977500000000,I2C,'200' (0xC8) + ACK
1.107112000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.107207000000000,I2C,'204' (0xCC) + ACK
1.107341500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.107437000000000,I2C,'200' (0xC8) + ACK
1.107626500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.107721500000000,I2C,'8' (0x08) + ACK
1.107856000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.107951500000000,I2C,'12' (0x0C) + ACK
1.108085500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.108181000000000,I2C,'8' (0x08) + ACK
1.108420500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.108516000000000,I2C,) (0x29) + ACK
1.108650000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.108745500000000,I2C,- (0x2D) + ACK
1.108880000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.108975000000000,I2C,) (0x29) + ACK
1.109159500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.109255000000000,I2C,'169' (0xA9) + ACK
1.109389500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.109484500000000,I2C,'173' (0xAD) + ACK
1.109619000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.109714500000000,I2C,'169' (0xA9) + ACK
1.109904000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.109999000000000,I2C,Y (0x59) + ACK
1.110133500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.110229000000000,I2C,] (0x5D) + ACK
1.110363000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.110458500000000,I2C,Y (0x59) + ACK
1.110648000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.110743000000000,I2C,I (0x49) + ACK
1.110877500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.110973000000000,I2C,M (0x4D) + ACK
1.111107500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.111202500000000,I2C,I (0x49) + ACK
1.712085500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.712181000000000,I2C,'8' (0x08) + ACK
1.712315500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.712410500000000,I2C,'12' (0x0C) + ACK
1.712545000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.712640500000000,I2C,'8' (0x08) + ACK
1.712829500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.712925000000000,I2C,'24' (0x18) + ACK
1.713059500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.713154500000000,I2C,'28' (0x1C) + ACK
1.713289000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.713384500000000,I2C,'24' (0x18) + ACK
1.715661500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.715756500000000,I2C,'136' (0x88) + ACK
1.715891000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.715986500000000,I2C,'140' (0x8C) + ACK
1.716120500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.716216000000000,I2C,'136' (0x88) + ACK
1.716405500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.716500500000000,I2C,'8' (0x08) + ACK
1.716635000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.716730500000000,I2C,'12' (0x0C) + ACK
1.716865000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.716960000000000,I2C,'8' (0x08) + ACK
1.717159500000000,I2C,Setup Write to [N (0x4E)] + ACK
1.717255000000000,I2C,) (0x29) + ACK
1.717389000000000,I2C,Setup Write to [N (0x4E)] + ACK
1.717484500000000,I2C,- (0x2D) + ACK
1.717619000000000,I2C,Setup Write to [N (0x4E)] + ACK
